customer_key,first_name,last_name,sales,term,usersegment,outlier_flag
17544,Roger,Ye,108,Short_Term-User,New,False
9732,Andre,Kov├ír,43,Short_Term-User,New,False
2789,Kari,Fernandez,201,Short_Term-User,New,False
1897,Victoria,Wood,45,Short_Term-User,New,False
1434,Antonio,Price,75,Short_Term-User,New,False
18180,Patricia,Mehta,2393,Short_Term-User,New,False
15223,Carolyn,Madan,561,Short_Term-User,New,False
14385,Maria,Cooper,1250,Short_Term-User,New,False
3233,Omar,Huang,77,Short_Term-User,New,False
17601,Destiny,Clark,120,Short_Term-User,New,False
8881,Emma,Bennett,70,Short_Term-User,New,False
11209,Candice,Liang,42,Short_Term-User,New,False
15103,Ana,Wood,147,Short_Term-User,New,False
5215,Brett,Fernandez,15,Short_Term-User,New,False
16958,Tabitha,Suri,6,Short_Term-User,New,False
8370,Clifford,Suri,64,Short_Term-User,New,False
12229,Candice,Guo,63,Short_Term-User,New,False
16153,Dawn,Wang,39,Short_Term-User,New,False
11845,Marie,Arun,40,Short_Term-User,New,False
12863,Rebekah,Kapoor,70,Short_Term-User,New,False
11036,Ryan,Wilson,70,Short_Term-User,New,False
11035,Seth,Clark,15,Short_Term-User,New,False
5993,Lucas,Watson,5,Short_Term-User,New,False
3470,Angela,Bell,64,Short_Term-User,New,False
8346,Kaitlin,Prasad,70,Short_Term-User,New,False
3975,K.,Saravan,159,Short_Term-User,New,False
9872,Adriana,Arthur,79,Short_Term-User,New,False
12774,Jon,Cai,89,Short_Term-User,New,False
4604,Philip,Blanco,40,Short_Term-User,New,False
4808,Scot,Schulte,71,Short_Term-User,New,False
15055,Dylan,Lee,25,Short_Term-User,New,False
699,Jackson,Wright,255,Short_Term-User,New,False
9341,Makayla,Kelly,2443,Short_Term-User,New,False
2629,Kaitlin,Schmidt,191,Short_Term-User,New,False
3655,Kyle,Collins,7,Short_Term-User,New,False
11060,Jonathan,Johnson,7,Short_Term-User,New,False
18053,Ian,Peterson,39,Short_Term-User,New,False
11897,Logan,Miller,600,Short_Term-User,New,False
1366,Alex,Evans,54,Short_Term-User,New,False
13472,Ricardo,Chande,5,Short_Term-User,New,False
17091,Edward,Walker,40,Short_Term-User,New,False
12199,Jacqueline,Sanders,35,Short_Term-User,New,False
10803,Lucas,Roberts,78,Short_Term-User,New,False
7043,Stanley,Srini,30,Short_Term-User,New,False
7025,Nancy,Kapoor,150,Short_Term-User,New,False
6747,Cedric,Nath,30,Short_Term-User,New,False
6789,Jeffery,Liu,65,Short_Term-User,New,False
15934,Jessie,Sanz,1224,Short_Term-User,New,False
9706,Kevin,Roberts,69,Short_Term-User,New,False
7810,Jason,King,120,Short_Term-User,New,False
16351,Arthur,Subram,70,Short_Term-User,New,False
11067,Paula,Munoz,540,Short_Term-User,New,False
18103,Marie,Mehta,2384,Short_Term-User,New,False
7313,Miguel,Moore,15,Short_Term-User,New,False
16784,Isabel,Bradley,165,Short_Term-User,New,False
16323,Derrick,Bradley,36,Short_Term-User,New,False
18076,Jack,Wright,68,Short_Term-User,New,False
14670,Stacy,Ortega,39,Short_Term-User,New,False
18305,Willie,Wang,24,Short_Term-User,New,False
15702,Katherine,Hill,40,Short_Term-User,New,False
14631,Mandy,Zeng,40,Short_Term-User,New,False
13803,Timothy,Allen,2407,Short_Term-User,New,False
8987,Jamie,Huang,1189,Short_Term-User,New,False
14762,Shish,Shridhar,563,Short_Term-User,New,False
5931,Kristen,Zhao,54,Short_Term-User,New,False
3455,Kayla,Anderson,32,Short_Term-User,New,False
13137,Alisha,Hu,2413,Short_Term-User,New,False
12945,Jenny,Wu,1155,Short_Term-User,New,False
7542,Kayla,Jones,94,Short_Term-User,New,False
4442,Christy,Zeng,77,Short_Term-User,New,False
188,Jennifer,Cooper,108,Short_Term-User,New,False
18325,Kayla,Williams,39,Short_Term-User,New,False
18252,Mandy,Zhou,13,Short_Term-User,New,False
13149,Brittney,Zhou,12,Short_Term-User,New,False
7388,Carlos,Green,5,Short_Term-User,New,False
6393,Dylan,Jones,14,Short_Term-User,New,False
5004,Carol,Robinson,5,Short_Term-User,New,False
2760,Jackson,Scott,101,Short_Term-User,New,False
11381,Brendan,Nath,5,Short_Term-User,New,False
6703,Jack,King,56,Short_Term-User,New,False
8122,Kaitlyn,Blue,657,Short_Term-User,New,False
13785,Megan,Kelly,2393,Short_Term-User,New,False
9046,Andres,Shen,597,Short_Term-User,New,False
5952,Cassidy,Bennett,1736,Short_Term-User,New,False
7787,Dustin,Chande,120,Short_Term-User,New,False
13928,Kaitlyn,Harris,191,Short_Term-User,New,False
4385,Xavier,Alan,7,Short_Term-User,New,False
7150,Rebekah,Blanco,50,Short_Term-User,New,False
17216,Priscilla,Shen,589,Short_Term-User,New,False
13596,Kelvin,Wu,62,Short_Term-User,New,False
6343,William,Jones,40,Short_Term-User,New,False
12499,James,Johnson,5,Short_Term-User,New,False
13704,Jonathan,White,5,Short_Term-User,New,False
3424,Jill,Ruiz,142,Short_Term-User,New,False
14143,Regina,Ray,14,Short_Term-User,New,False
6840,Christine,Chander,35,Short_Term-User,New,False
14477,Karen,Ye,5,Short_Term-User,New,False
14369,Blake,Baker,1284,Short_Term-User,New,False
11759,Katherine,Jackson,563,Short_Term-User,New,False
4578,Mayra,Malhotra,143,Short_Term-User,New,False
10472,Marcus,Carter,32,Short_Term-User,New,False
5949,Emma,Lee,248,Short_Term-User,New,False
2042,Cameron,Brown,154,Short_Term-User,New,False
8999,Laura,Liu,1155,Short_Term-User,New,False
15669,Toni,Madan,120,Short_Term-User,New,False
9130,Nicole,Stewart,120,Short_Term-User,New,False
7800,Jacob,Lewis,120,Short_Term-User,New,False
8581,Eddie,Sanz,174,Short_Term-User,New,False
533,Lauren,Miller,44,Short_Term-User,New,False
16101,Hunter,Walker,7,Short_Term-User,New,False
937,Hunter,Clark,42,Short_Term-User,New,False
11047,Jasmine,Sanders,563,Short_Term-User,New,False
12775,Reginald,Harrison,1234,Short_Term-User,New,False
12733,Xavier,Wood,74,Short_Term-User,New,False
10816,Gabrielle,Green,64,Short_Term-User,New,False
18267,Lucas,Anderson,40,Short_Term-User,New,False
8048,Sydney,Walker,72,Short_Term-User,New,False
10069,Lawrence,Jimenez,81,Short_Term-User,New,False
14508,Suzanne,Guo,5,Short_Term-User,New,False
1411,Mariah,Richardson,160,Short_Term-User,New,False
10089,Alvin,Anand,30,Short_Term-User,New,False
8776,Alisha,Cai,1183,Short_Term-User,New,False
678,Charles,Walker,297,Short_Term-User,New,False
14352,Jordan,Phillips,49,Short_Term-User,New,False
18434,Thomas,King,1289,Short_Term-User,New,False
17810,Isaac,Cooper,25,Short_Term-User,New,False
11082,Olivia,Clark,30,Short_Term-User,New,False
6254,Roy,Suri,84,Short_Term-User,New,False
17345,Alvin,Zhu,54,Short_Term-User,New,False
650,Ian,White,91,Short_Term-User,New,False
5172,Bruce,Ruiz,104,Short_Term-User,New,False
4812,Barbara,Schultz,71,Short_Term-User,New,False
3423,Cara,Lu,39,Short_Term-User,New,False
1961,Ashley,Lewis,51,Short_Term-User,New,False
14525,Shaun,Anand,25,Short_Term-User,New,False
14758,Jeffery,Wu,629,Short_Term-User,New,False
11730,Seth,Nelson,70,Short_Term-User,New,False
5885,Richard,Miller,40,Short_Term-User,New,False
10844,Erica,He,14,Short_Term-User,New,False
13036,Jaclyn,Wu,14,Short_Term-User,New,False
500,Pedro,Vance,192,Short_Term-User,New,False
1723,Latasha,Gomez,39,Short_Term-User,New,False
8112,Mariah,Kelly,610,Short_Term-User,New,False
3244,Gregory,Winston,72,Short_Term-User,New,False
5644,Fernando,Wilson,127,Short_Term-User,New,False
4864,Adam,Scott,243,Short_Term-User,New,False
13348,Tina,Madan,2419,Short_Term-User,New,False
2122,Latasha,Jimenez,121,Short_Term-User,New,False
4880,Tyler,Wilson,197,Short_Term-User,New,False
8136,Logan,Brown,70,Short_Term-User,New,False
4811,Regina,Kapoor,67,Short_Term-User,New,False
12365,Natalie,Young,32,Short_Term-User,New,False
12367,Fernando,Campbell,59,Short_Term-User,New,False
8874,Dylan,Thomas,7,Short_Term-User,New,False
16309,Marie,Rana,6,Short_Term-User,New,False
12929,Jaclyn,Ye,36,Short_Term-User,New,False
17639,Alexandra,Thompson,38,Short_Term-User,New,False
14092,Jessie,Zeng,37,Short_Term-User,New,False
95,Cedric,Ma,236,Short_Term-User,New,False
17128,Fernando,Price,5,Short_Term-User,New,False
5383,Jennifer,Davis,60,Short_Term-User,New,False
4058,Regina,Chandra,115,Short_Term-User,New,False
1729,Jeremiah,Stewart,60,Short_Term-User,New,False
3888,Lauren,Wilson,87,Short_Term-User,New,False
18433,Gabrielle,Roberts,1307,Short_Term-User,New,False
14725,Tabitha,Fernandez,2442,Short_Term-User,New,False
17730,Heather,Sun,2452,Short_Term-User,New,False
8153,Jonathan,Walker,79,Short_Term-User,New,False
1738,Brett,Chandra,45,Short_Term-User,New,False
2150,Linda,Ferrier,65,Short_Term-User,New,False
13719,Terrence,Black,1751,Short_Term-User,New,False
3555,Isaac,Mitchell,178,Short_Term-User,New,False
13376,Pamela,Schmidt,31,Short_Term-User,New,False
18117,Janelle,Patel,17,Short_Term-User,New,False
5616,Kaitlin,Patel,96,Short_Term-User,New,False
623,Gabriel,Allen,133,Short_Term-User,New,False
17087,Bridget,Anand,166,Short_Term-User,New,False
5722,Xavier,Sanders,180,Short_Term-User,New,False
14849,Samuel,Robinson,27,Short_Term-User,New,False
4876,Devin,Morris,15,Short_Term-User,New,False
17747,Juan,Ruiz,23,Short_Term-User,New,False
12633,Kristen,Zhou,163,Short_Term-User,New,False
17029,Elijah,Allen,64,Short_Term-User,New,False
3642,Timothy,Turner,120,Short_Term-User,New,False
6368,Trinity,Cooper,69,Short_Term-User,New,False
4775,Natalie,Kelly,125,Short_Term-User,New,False
4316,Katherine,Bennett,5,Short_Term-User,New,False
10864,Shawna,Anand,40,Short_Term-User,New,False
9349,Chloe,Evans,2511,Short_Term-User,New,False
11379,Rebekah,Malhotra,30,Short_Term-User,New,False
17881,Felicia,Moyer,638,Short_Term-User,New,False
750,Eduardo,Jackson,48,Short_Term-User,New,False
8185,Emily,Hayes,25,Short_Term-User,New,False
1127,Tammy,Raman,81,Short_Term-User,New,False
8986,Tamara,Ma,1174,Short_Term-User,New,False
4025,Nathan,Jones,79,Short_Term-User,New,False
17127,Anna,Johnson,14,Short_Term-User,New,False
10633,Jaclyn,Liang,15,Short_Term-User,New,False
6032,Grace,Thomas,14,Short_Term-User,New,False
5239,Ann,Arun,13,Short_Term-User,New,False
7183,Kristi,Prasad,5,Short_Term-User,New,False
696,Logan,Campbell,129,Short_Term-User,New,False
133,Melissa,Richardson,2372,Short_Term-User,New,False
427,Kristopher,Mehta,35,Short_Term-User,New,False
13810,Alyssa,Moore,2419,Short_Term-User,New,False
13816,Victoria,Clark,2438,Short_Term-User,New,False
8513,Marco,Kapoor,86,Short_Term-User,New,False
5454,Mayra,Chandra,14,Short_Term-User,New,False
128,Jan,Edwards,44,Short_Term-User,New,False
17380,Edgar,Rana,61,Short_Term-User,New,False
12729,Paige,Kelly,70,Short_Term-User,New,False
12497,Nicholas,Harris,70,Short_Term-User,New,False
1197,Alexis,Miller,160,Short_Term-User,New,False
9411,Richard,Jackson,50,Short_Term-User,New,False
6340,Ian,Hayes,5,Short_Term-User,New,False
14621,Alejandro,Lu,40,Short_Term-User,New,False
9910,Kelly,Weadock,70,Short_Term-User,New,False
11476,Heidi,Rana,99,Short_Term-User,New,False
1734,Lacey,Cai,43,Short_Term-User,New,False
1742,Raymond,Sam,40,Short_Term-User,New,False
14384,Nathan,Walker,1229,Short_Term-User,New,False
1320,Shannon,Ye,79,Short_Term-User,New,False
8744,Holly,Rana,1194,Short_Term-User,New,False
2046,Anne,Gomez,62,Short_Term-User,New,False
17590,John,Walker,70,Short_Term-User,New,False
11523,Benjamin,Hayes,540,Short_Term-User,New,False
12907,Alan,Ma,2443,Short_Term-User,New,False
17301,Abigail,Bennett,2,Short_Term-User,New,False
5718,Masaki,Umeda,234,Short_Term-User,New,False
12922,Charles,Lee,2465,Short_Term-User,New,False
6482,Emma,Watson,127,Short_Term-User,New,False
9439,Robert,Scott,70,Short_Term-User,New,False
5981,Jill,Moore,40,Short_Term-User,New,False
2268,Matthew,Moore,125,Short_Term-User,New,False
695,Jonathon,Ortega,129,Short_Term-User,New,False
11045,Connor,Young,608,Short_Term-User,New,False
8590,Jake,Huang,95,Short_Term-User,New,False
1508,Ian,Bell,9,Short_Term-User,New,False
16881,Curtis,Hu,2393,Short_Term-User,New,False
12523,Sydney,Green,121,Short_Term-User,New,False
2044,Brenda,Madan,176,Short_Term-User,New,False
3068,Larry,Sanz,115,Short_Term-User,New,False
3697,Shawn,Anand,42,Short_Term-User,New,False
15219,Barry,Patel,6,Short_Term-User,New,False
16337,George,Suri,36,Short_Term-User,New,False
11093,Andrea,Young,563,Short_Term-User,New,False
3144,Jill,Sandoval,134,Short_Term-User,New,False
11844,Tiffany,Lu,49,Short_Term-User,New,False
9790,Miguel,Williams,39,Short_Term-User,New,False
14063,Kaitlyn,Young,14,Short_Term-User,New,False
3400,Jeremy,Peterson,5,Short_Term-User,New,False
785,Jose,Turner,272,Short_Term-User,New,False
16883,Franklin,Hu,791,Short_Term-User,New,False
10090,Yiroyuki,Sato,561,Short_Term-User,New,False
4799,Anne,Munoz,99,Short_Term-User,New,False
17540,Barbara,Zhou,120,Short_Term-User,New,False
9128,Carlos,Sanders,70,Short_Term-User,New,False
8834,Michelle,Kelly,70,Short_Term-User,New,False
1193,Jocelyn,Hayes,160,Short_Term-User,New,False
16383,Kaitlin,Chapman,36,Short_Term-User,New,False
16219,Bailey,Allen,6,Short_Term-User,New,False
14260,Ethan,Thomas,32,Short_Term-User,New,False
13929,Timothy,Wright,27,Short_Term-User,New,False
745,Stephanie,Campbell,72,Short_Term-User,New,False
4796,Diane,Munoz,132,Short_Term-User,New,False
13814,Armando,Schmidt,72,Short_Term-User,New,False
3530,Kaitlin,Sai,254,Short_Term-User,New,False
8922,Cara,Cai,64,Short_Term-User,New,False
9677,Carlos,Parker,15,Short_Term-User,New,False
7547,Pieter,Wycoff,29,Short_Term-User,New,False
8642,Richard,Evans,69,Short_Term-User,New,False
13764,Fernando,Hill,5,Short_Term-User,New,False
5056,Ryan,Lee,66,Short_Term-User,New,False
808,Lucas,Baker,153,Short_Term-User,New,False
400,Brenda,Mehta,14,Short_Term-User,New,False
8129,Madison,Jackson,643,Short_Term-User,New,False
18116,Jacquelyn,Munoz,2407,Short_Term-User,New,False
2900,Cameron,Jones,22,Short_Term-User,New,False
9300,Megan,Cook,57,Short_Term-User,New,False
11083,Lucas,Barnes,575,Short_Term-User,New,False
7581,Emma,Anderson,1170,Short_Term-User,New,False
18115,Levi,Raman,2384,Short_Term-User,New,False
18106,Martha,Ma,6,Short_Term-User,New,False
10284,Orlando,Jim├®nez,125,Short_Term-User,New,False
12698,Cody,Kelly,70,Short_Term-User,New,False
6896,Allen,Subram,30,Short_Term-User,New,False
3829,Hector,Mu├▒oz,76,Short_Term-User,New,False
2228,Alexander,Wilson,72,Short_Term-User,New,False
13349,Ruben,Gomez,2443,Short_Term-User,New,False
18294,Nuan,Wu,2384,Short_Term-User,New,False
17005,Andrea,Edwards,7,Short_Term-User,New,False
13456,Alejandro,Chander,75,Short_Term-User,New,False
16665,Luis,Roberts,60,Short_Term-User,New,False
4512,Haley,Kelly,144,Short_Term-User,New,False
17107,Chloe,Williams,13,Short_Term-User,New,False
5789,Ronnie,Gao,40,Short_Term-User,New,False
5144,Sara,Evans,27,Short_Term-User,New,False
375,Jimmy,Ortega,69,Short_Term-User,New,False
972,Amanda,Adams,134,Short_Term-User,New,False
17211,Meghan,Alan,564,Short_Term-User,New,False
17453,Alexandra,Young,70,Short_Term-User,New,False
14435,Gabriel,Hill,39,Short_Term-User,New,False
13774,Grace,Stewart,7,Short_Term-User,New,False
15991,Darren,Patel,23,Short_Term-User,New,False
5974,Katherine,Collins,1858,Short_Term-User,New,False
5374,Sara,Cook,2579,Short_Term-User,New,False
12717,Kyle,Wright,27,Short_Term-User,New,False
8318,Sara,Scott,5,Short_Term-User,New,False
8376,Omar,Anand,121,Short_Term-User,New,False
10076,Manuel,Rana,60,Short_Term-User,New,False
7521,Rafael,Huang,79,Short_Term-User,New,False
3123,Kaitlyn,Miller,31,Short_Term-User,New,False
1660,Damien,Chande,74,Short_Term-User,New,False
18192,Chelsea,Weber,2393,Short_Term-User,New,False
17943,Frederick,Raman,10,Short_Term-User,New,False
11887,Andrea,King,599,Short_Term-User,New,False
5948,Savannah,Stewart,1736,Short_Term-User,New,False
13960,Kristy,Blanco,2419,Short_Term-User,New,False
654,Sydney,Peterson,179,Short_Term-User,New,False
9749,Stephanie,Watson,124,Short_Term-User,New,False
4129,Angelica,Barnes,77,Short_Term-User,New,False
14024,Carolyn,Sanz,39,Short_Term-User,New,False
4419,Angel,Kelly,232,Short_Term-User,New,False
3567,Kaylee,Mitchell,402,Short_Term-User,New,False
2497,Lucas,Morris,37,Short_Term-User,New,False
12998,Kristopher,Srini,40,Short_Term-User,New,False
10617,Carson,Wood,69,Short_Term-User,New,False
7180,Chelsea,McDonald,5,Short_Term-User,New,False
18191,Kaitlin,Suri,2447,Short_Term-User,New,False
5636,Erick,Suri,161,Short_Term-User,New,False
14357,Jonathan,Miller,27,Short_Term-User,New,False
13399,Brandon,Davis,43,Short_Term-User,New,False
18177,Luke,Evans,15,Short_Term-User,New,False
4936,Amber,King,7,Short_Term-User,New,False
18207,Nicholas,Anderson,149,Short_Term-User,New,False
4093,Adrian,Morris,37,Short_Term-User,New,False
2810,Lisa,Zhou,114,Short_Term-User,New,False
6821,Emma,Morris,4,Short_Term-User,New,False
11711,Trisha,Zhao,4,Short_Term-User,New,False
14769,Tyrone,Ruiz,75,Short_Term-User,New,False
12425,Adriana,Subram,29,Short_Term-User,New,False
3861,Arturo,Chande,67,Short_Term-User,New,False
6606,Jon,Ma,40,Short_Term-User,New,False
10691,Samantha,Thomas,94,Short_Term-User,New,False
2351,Isaac,Sandberg,133,Short_Term-User,New,False
136,Marcus,Harris,2335,Short_Term-User,New,False
16968,Stefanie,Patel,554,Short_Term-User,New,False
17598,Brianna,Harris,8,Short_Term-User,New,False
2618,Gerald,Suri,142,Short_Term-User,New,False
5920,Kaitlin,Sullivan,71,Short_Term-User,New,False
1954,Catherine,Cooper,81,Short_Term-User,New,False
11877,Jenna,Campbell,575,Short_Term-User,New,False
2504,Theodore,Gomez,101,Short_Term-User,New,False
4600,Darryl,Ma,81,Short_Term-User,New,False
10262,Jessica,Kelly,70,Short_Term-User,New,False
6695,Joan,Carter,5,Short_Term-User,New,False
3921,Jason,Hill,5,Short_Term-User,New,False
6714,David,Johnson,70,Short_Term-User,New,False
11518,Luis,Adams,563,Short_Term-User,New,False
16902,Mariah,Cooper,2433,Short_Term-User,New,False
754,Felicia,Ortega,48,Short_Term-User,New,False
9354,Allison,Phillips,79,Short_Term-User,New,False
9759,Jesse,Sanders,129,Short_Term-User,New,False
17955,Omar,Hu,2393,Short_Term-User,New,False
2901,Isaac,Campbell,22,Short_Term-User,New,False
4816,Nicole,Price,142,Short_Term-User,New,False
2310,Angela,Sanders,22,Short_Term-User,New,False
11864,Hunter,Thomas,30,Short_Term-User,New,False
12921,Arthur,Ruiz,1736,Short_Term-User,New,False
15262,Brooke,Watson,195,Short_Term-User,New,False
8351,Bethany,Ashe,23,Short_Term-User,New,False
18218,Alexis,Wilson,64,Short_Term-User,New,False
13877,Jarrod,Subram,49,Short_Term-User,New,False
16597,Edgar,Raman,64,Short_Term-User,New,False
10325,Chloe,Baker,69,Short_Term-User,New,False
16029,Sarah,Robinson,60,Short_Term-User,New,False
10915,Emily,Brown,40,Short_Term-User,New,False
14470,Martha,Wu,40,Short_Term-User,New,False
1431,Kaitlyn,Thompson,289,Short_Term-User,New,False
9503,John,Harris,65,Short_Term-User,New,False
876,Jonathan,Brown,292,Short_Term-User,New,False
3281,Isaac,Oliver,57,Short_Term-User,New,False
8643,Kaylee,Evans,134,Short_Term-User,New,False
8179,Sarah,Miller,25,Short_Term-User,New,False
6227,Gilbert,McDonald,110,Short_Term-User,New,False
13967,Jade,Cooper,2419,Short_Term-User,New,False
9348,Savannah,Roberts,2443,Short_Term-User,New,False
12073,Toni,Srini,37,Short_Term-User,New,False
4306,Jacquelyn,Ortega,15,Short_Term-User,New,False
13540,Colin,Zheng,39,Short_Term-User,New,False
11622,Xavier,Davis,590,Short_Term-User,New,False
15243,Isabella,Lewis,68,Short_Term-User,New,False
4952,Jenna,Baker,40,Short_Term-User,New,False
3909,Morgan,Mitchell,40,Short_Term-User,New,False
3609,Warren,Gao,40,Short_Term-User,New,False
10116,Bobby,Raman,5,Short_Term-User,New,False
644,Naomi,Munoz,100,Short_Term-User,New,False
2291,Jordan,Campbell,112,Short_Term-User,New,False
17964,Ross,Prasad,2398,Short_Term-User,New,False
5669,Levi,Malhotra,608,Short_Term-User,New,False
8769,Christopher,Jackson,1143,Short_Term-User,New,False
17732,Jermaine,Subram,2452,Short_Term-User,New,False
7196,Walter,Sanz,95,Short_Term-User,New,False
1628,Leah,Zheng,111,Short_Term-User,New,False
1468,Jennifer,Jones,59,Short_Term-User,New,False
11875,Drew,Anand,549,Short_Term-User,New,False
7296,Ajay,Solanki,144,Short_Term-User,New,False
2981,Margaret,Liu,57,Short_Term-User,New,False
5925,Julia,Price,1775,Short_Term-User,New,False
13964,Erica,Zhao,33,Short_Term-User,New,False
17480,Marvin,Gomez,831,Short_Term-User,New,False
1380,Bridget,Chande,50,Short_Term-User,New,False
9604,Henry,Sullivan,23,Short_Term-User,New,False
8963,Dominic,Prasad,46,Short_Term-User,New,False
12004,Ashley,Robinson,32,Short_Term-User,New,False
18185,Kristi,Madan,2420,Short_Term-User,New,False
4642,Marco,Sara,96,Short_Term-User,New,False
10658,Sara,Green,15,Short_Term-User,New,False
2487,Rebekah,Gomez,226,Short_Term-User,New,False
4947,Wyatt,Wilson,104,Short_Term-User,New,False
4295,Michael,Robinson,60,Short_Term-User,New,False
8352,Edgar,Vance,5,Short_Term-User,New,False
1016,Jacob,White,62,Short_Term-User,New,False
8220,Mary,Peterson,79,Short_Term-User,New,False
9271,Kevin,Phillips,79,Short_Term-User,New,False
2986,Alexis,Wood,31,Short_Term-User,New,False
10663,Orlando,Mu├▒oz,21,Short_Term-User,New,False
7207,Bruce,Madan,66,Short_Term-User,New,False
3316,Carl,Chander,109,Short_Term-User,New,False
4332,Jacob,Taylor,7,Short_Term-User,New,False
8850,Jorge,Wu,1147,Short_Term-User,New,False
8260,Barbara,Lin,29,Short_Term-User,New,False
476,Cesar,Subram,69,Short_Term-User,New,False
14819,Aaron,Hill,36,Short_Term-User,New,False
17960,Jimmy,Ashe,15,Short_Term-User,New,False
17288,Lauren,Bennett,104,Short_Term-User,New,False
9490,Jacob,Davis,50,Short_Term-User,New,False
7055,Jake,Zeng,107,Short_Term-User,New,False
11458,Kimberly,Cooper,5,Short_Term-User,New,False
15233,Jay,Gomez,5,Short_Term-User,New,False
806,Richard,Green,129,Short_Term-User,New,False
13347,Giorgio,Veronesi,2473,Short_Term-User,New,False
659,Robert,Mitchell,112,Short_Term-User,New,False
3442,William,Lewis,142,Short_Term-User,New,False
3076,Robert,Harris,57,Short_Term-User,New,False
5303,Rosa,Zeng,25,Short_Term-User,New,False
13899,Mallory,Gomez,7,Short_Term-User,New,False
17012,Andrew,Lan,7,Short_Term-User,New,False
1137,Blake,Turner,181,Short_Term-User,New,False
11514,Kenneth,Anand,23,Short_Term-User,New,False
7320,Aimee,Sun,60,Short_Term-User,New,False
16400,Thomas,Parker,84,Short_Term-User,New,False
12754,Arthur,Sara,1193,Short_Term-User,New,False
17044,Gabrielle,Young,40,Short_Term-User,New,False
18046,Anna,Jones,90,Short_Term-User,New,False
10326,Angela,Hayes,70,Short_Term-User,New,False
3120,Paige,Cooper,149,Short_Term-User,New,False
12220,Alyssa,West,40,Short_Term-User,New,False
18114,Al├¡cia,Anand,2453,Short_Term-User,New,False
9287,Stacey,Wu,79,Short_Term-User,New,False
2523,Logan,Taylor,60,Short_Term-User,New,False
11991,Alyssa,Stewart,30,Short_Term-User,New,False
9002,Jordan,Hill,1155,Short_Term-User,New,False
702,David,Hayes,129,Short_Term-User,New,False
14008,Alyssa,Sanders,27,Short_Term-User,New,False
18251,Anthony,Williams,38,Short_Term-User,New,False
18302,Alvin,Nath,135,Short_Term-User,New,False
7072,Katelyn,Campbell,69,Short_Term-User,New,False
6617,Daniel,Weisman,5,Short_Term-User,New,False
13991,Timothy,Collins,2468,Short_Term-User,New,False
11507,Brenda,Prasad,561,Short_Term-User,New,False
16826,Christy,Zimmerman,901,Short_Term-User,New,False
4432,John,Jackson,7,Short_Term-User,New,False
10096,Lance,Munoz,31,Short_Term-User,New,False
4445,Roy,Fernandez,139,Short_Term-User,New,False
1933,Tyler,Johnson,49,Short_Term-User,New,False
17366,Stacey,Zhao,2433,Short_Term-User,New,False
2615,Julie,Becker,114,Short_Term-User,New,False
8985,Sara,Morris,1183,Short_Term-User,New,False
2915,Abigail,Bell,72,Short_Term-User,New,False
720,Blake,Green,286,Short_Term-User,New,False
14337,Chase,Cook,25,Short_Term-User,New,False
5439,Kaitlin,Arthur,25,Short_Term-User,New,False
9377,Destiny,Lewis,2476,Short_Term-User,New,False
1235,Clarence,Zeng,35,Short_Term-User,New,False
9185,Jessica,Richardson,124,Short_Term-User,New,False
17206,Carolyn,Mehta,604,Short_Term-User,New,False
11068,Julia,Jackson,540,Short_Term-User,New,False
17804,Gabriella,Edwards,27,Short_Term-User,New,False
18174,Richard,Bradley,27,Short_Term-User,New,False
16444,Jessica,Jackson,23,Short_Term-User,New,False
4270,Chloe,King,7,Short_Term-User,New,False
15390,Candice,Zhou,36,Short_Term-User,New,False
10364,Tammy,Arthur,5,Short_Term-User,New,False
15241,Katelyn,Evans,30,Short_Term-User,New,False
6358,Brandon,Miller,5,Short_Term-User,New,False
8076,Brent,Wu,65,Short_Term-User,New,False
6887,Bianca,Harrison,39,Short_Term-User,New,False
11489,Frederick,Patel,5,Short_Term-User,New,False
856,Christian,Walker,90,Short_Term-User,New,False
11888,Mason,Richardson,578,Short_Term-User,New,False
2309,Kaitlyn,King,30,Short_Term-User,New,False
16359,Devon,Shen,79,Short_Term-User,New,False
11881,Ashley,Harris,549,Short_Term-User,New,False
4520,Jennifer,Evans,22,Short_Term-User,New,False
9669,Eric,Rothenberg,1751,Short_Term-User,New,False
5013,Grace,Cooper,94,Short_Term-User,New,False
11465,Erik,Sanz,2443,Short_Term-User,New,False
13983,Devin,King,35,Short_Term-User,New,False
14668,Jaclyn,Gao,23,Short_Term-User,New,False
17867,Aaron,Adams,118,Short_Term-User,New,False
4545,Thomas,Brown,112,Short_Term-User,New,False
3595,Lauren,Taylor,164,Short_Term-User,New,False
8863,Emily,Harris,99,Short_Term-User,New,False
6882,Tamara,Wang,92,Short_Term-User,New,False
18181,Erik,Gomez,2452,Short_Term-User,New,False
9327,Paige,Blue,129,Short_Term-User,New,False
3275,Edward,Williams,122,Short_Term-User,New,False
3203,Clayton,Zeng,33,Short_Term-User,New,False
8893,Richard,Campbell,1155,Short_Term-User,New,False
13141,Alvin,Lin,2419,Short_Term-User,New,False
8243,Devin,Baker,70,Short_Term-User,New,False
16497,Stanley,Suri,42,Short_Term-User,New,False
12097,Ashlee,Chande,7,Short_Term-User,New,False
16222,Matthew,Jones,4,Short_Term-User,New,False
12758,James,Roberts,39,Short_Term-User,New,False
12923,Cody,Richardson,2466,Short_Term-User,New,False
9459,Erick,Subram,50,Short_Term-User,New,False
